subject,predicate,object
lobehub_lobehub,has_description,"LobeHub is a work-and-lifestyle space to find, build, and collaborate with agent teammates that grow with you. It's an open-source, extensible, high-performance chatbot framework supporting one-click deployment of private ChatGPT/LLM web applications."
lobehub_lobehub,has_related_repository,https://github.com/lobehub/lobe-chat-plugins
lobehub_lobehub,has_related_repository,https://github.com/lobehub/chat-plugin-template
lobehub_lobehub,has_related_repository,https://github.com/lobehub/chat-plugin-sdk
lobehub_lobehub,has_related_repository,https://github.com/lobehub/chat-plugins-gateway
lobehub_lobehub,has_related_repository,https://github.com/lobehub/lobe-chat-agents
lobehub_lobehub,has_related_repository,https://github.com/lobehub/lobe-ui
lobehub_lobehub,has_related_repository,https://github.com/lobehub/lobe-icons
lobehub_lobehub,has_related_repository,https://github.com/lobehub/lobe-tts
lobehub_lobehub,has_related_repository,https://github.com/lobehub/lobe-lint
elastic_elasticsearch,has_description,Elasticsearch 是一个分布式搜索和分析引擎，可扩展的数据存储和向量数据库，针对生产规模工作负载的速度和相关性进行了优化。它支持近实时搜索海量数据集、执行向量搜索、与生成式 AI 应用集成等功能。
elastic_elasticsearch,has_related_repository,https://github.com/elastic/start-local
elastic_elasticsearch,has_related_repository,https://github.com/elastic/elasticsearch-labs
justjavac_free-programming-books-zh_CN,has_description,这是一个免费的编程中文书籍索引项目，旨在收集和整理各类编程相关的免费中文书籍资源，方便开发者学习和查阅。
justjavac_free-programming-books-zh_CN,has_related_repository,https://github.com/vhf/free-programming-books/blob/master/free-programming-books-zh.md
PKUFlyingPig_cs-self-learning,has_description,CS 自学指南是一个开源项目，旨在为自学计算机科学的学习者提供系统性的课程推荐、学习路径和优质资源，帮助他们在2-3年内成长为具备扎实基础和广泛技能的程序员。
PKUFlyingPig_cs-self-learning,has_related_repository,https://github.com/sparanoid/chinese-copywriting-guidelines
sveltejs_svelte,has_description,Svelte is a compiler-based framework for building web applications. It converts declarative components into efficient JavaScript that surgically updates the DOM.
home-assistant_core,has_description,开源的家庭自动化系统，强调本地控制和隐私优先，由全球DIY爱好者社区驱动，适合在树莓派或本地服务器上运行。
d2l-ai_d2l-zh,has_description,《动手学深度学习》是一个开源深度学习教材项目，旨在通过结合概念讲解、数学原理和可运行代码，帮助读者理解并实践深度学习。
d2l-ai_d2l-zh,has_related_repository,https://github.com/d2l-ai/d2l-en
d2l-ai_d2l-zh,has_related_repository,https://github.com/d2l-ai/berkeley-stat-157
opencv_opencv,has_description,OpenCV 是一个开源的计算机视觉库，提供了丰富的图像处理和计算机视觉算法。
opencv_opencv,has_related_repository,https://github.com/opencv/opencv_contrib
ytdl-org_youtube-dl,has_description,youtube-dl 是一个命令行程序，用于从 YouTube.com 和其他一些视频平台下载视频。它需要 Python 解释器，可在 Unix、Windows 或 macOS 上运行。
macrozheng_mall,has_description,mall项目是一套完整的电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。
macrozheng_mall,has_related_repository,https://github.com/macrozheng/mall-learning
macrozheng_mall,has_related_repository,https://github.com/macrozheng/mall-swarm
macrozheng_mall,has_related_repository,https://github.com/macrozheng/mall-admin-web
macrozheng_mall,has_related_repository,https://github.com/macrozheng/mall-app-web
openai_whisper,has_description,Whisper 是一个通用语音识别模型，基于大规模多样化音频数据集训练，能够执行多语言语音识别、语音翻译和语言识别等多种任务。
openai_whisper,has_related_repository,https://github.com/openai/tiktoken
ventoy_Ventoy,has_description,"Ventoy is an open source tool to create bootable USB drives for ISO/WIM/IMG/VHD(x)/EFI files without needing to format the disk repeatedly. It allows copying multiple image files at once and provides a boot menu to select them, supporting various architectures and partition styles."
pallets_flask,has_description,"Flask is a lightweight WSGI web application framework designed to make getting started quick and easy, with the ability to scale up to complex applications. It is one of the most popular Python web application frameworks."
pallets_flask,has_related_repository,https://werkzeug.palletsprojects.com/
pallets_flask,has_related_repository,https://jinja.palletsprojects.com/
labuladong_fucking-algorithm,has_description,这是一个基于 LeetCode 题目的算法教程仓库，包含 60 多篇原创文章，旨在通过框架思维和通俗易懂的讲解，帮助读者掌握算法核心技巧，而非简单的代码堆砌。
kubernetes_kubernetes,has_description,Kubernetes (K8s) 是一个用于跨多台主机管理容器化应用程序的开源系统，它提供了应用程序部署、维护和扩展的基本机制。
kubernetes_kubernetes,has_related_repository,https://github.com/kubernetes/community
kubernetes_kubernetes,has_related_repository,https://github.com/kubernetes/steering
kubernetes_kubernetes,has_related_repository,https://github.com/kubernetes/enhancements
supabase_supabase,has_description,Supabase is the Postgres development platform that builds the features of Firebase using enterprise-grade open source tools.
supabase_supabase,has_related_repository,https://github.com/supabase/realtime
supabase_supabase,has_related_repository,https://github.com/supabase/gotrue
supabase_supabase,has_related_repository,https://github.com/supabase/storage-api
supabase_supabase,has_related_repository,https://github.com/supabase/pg_graphql/
supabase_supabase,has_related_repository,https://github.com/supabase/postgres-meta
supabase_supabase,has_related_repository,https://github.com/Kong/kong
supabase_supabase,has_related_repository,https://github.com/supabase/supabase-js
supabase_supabase,has_related_repository,https://github.com/supabase/supabase-flutter
supabase_supabase,has_related_repository,https://github.com/supabase/supabase-swift
supabase_supabase,has_related_repository,https://github.com/supabase/supabase-py
supabase_supabase,has_related_repository,https://github.com/supabase-community/supabase-csharp
supabase_supabase,has_related_repository,https://github.com/supabase-community/supabase-kt
supabase_supabase,has_related_repository,https://github.com/supabase-community/supabase-rb
supabase_supabase,has_related_repository,https://github.com/supabase-community/godot-engine.supabase
nodejs_node,has_description,"Node.js is an open-source, cross-platform JavaScript runtime environment. It provides a runtime for executing JavaScript code outside of a web browser."
nodejs_node,has_related_repository,https://github.com/nodejs/Release
nodejs_node,has_related_repository,https://github.com/nodejs/release-keys
huggingface_transformers,has_description,Transformers 是一个用于最先进机器学习模型定义和使用的框架，支持文本、计算机视觉、音频、视频和多模态模型的推理和训练。它集中了模型定义，确保生态系统内的一致性，并与各种训练框架、推理引擎和建模库兼容。
abi_screenshot-to-code,has_description,一个使用AI将截图、线框图和Figma设计转换为简洁、功能代码的简单工具，支持多种技术栈和AI模型。
Comfy-Org_ComfyUI,has_description,"ComfyUI is a powerful and modular visual AI engine and application that allows users to design and execute advanced stable diffusion pipelines using a graph/nodes/flowchart based interface. It is available on Windows, Linux, and macOS."
Comfy-Org_ComfyUI,has_related_repository,https://github.com/Comfy-Org/desktop
Comfy-Org_ComfyUI,has_related_repository,https://github.com/Comfy-Org/ComfyUI_frontend
Comfy-Org_ComfyUI,has_related_repository,https://github.com/Comfy-Org/ComfyUI-Manager/tree/manager-v4
Comfy-Org_ComfyUI,has_related_repository,https://github.com/Comfy-Org/ComfyUI_legacy_frontend
fighting41love_funNLP,has_description,该项目是一个几乎最全的中文NLP资源库，旨在收集和整理GitHub上各种有趣且实用的中文自然语言处理工具、数据集和模型，涵盖从入门到熟悉NLP过程中可能用到的各类资源。
mlabonne_llm-course,has_description,这是一个关于大型语言模型（LLM）的免费课程，分为三个部分：LLM基础知识、LLM科学家（专注于构建最佳LLM）和LLM工程师（专注于创建和部署LLM应用）。
mlabonne_llm-course,has_related_repository,https://github.com/mlabonne/llm-autoeval
mlabonne_llm-course,has_related_repository,https://github.com/mlabonne/llm-datasets
trekhleb_javascript-algorithms,has_description,"This repository contains JavaScript based examples of many popular algorithms and data structures, each with its own separate README and explanations."
trekhleb_javascript-algorithms,has_related_repository,https://github.com/trekhleb/nano-neuron
trekhleb_javascript-algorithms,has_related_repository,https://github.com/trekhleb/self-parking-car-evolution
electron_electron,has_description,Electron 是一个使用 JavaScript、HTML 和 CSS 构建跨平台桌面应用程序的框架。它基于 Node.js 和 Chromium，被 Visual Studio Code 等众多应用程序所使用。
electron_electron,has_related_repository,https://github.com/electron/fiddle
hacksider_Deep-Live-Cam,has_description,Deep-Live-Cam 是一个实时人脸交换和视频深度伪造软件，只需点击一次和一张图片即可实现。
hacksider_Deep-Live-Cam,has_related_repository,https://github.com/deepinsight/insightface
hacksider_Deep-Live-Cam,has_related_repository,https://github.com/s0md3v/roop
FortAwesome_Font-Awesome,has_description,Font Awesome 是互联网的图标库和工具包，被数百万设计师、开发者和内容创作者使用。
animate-css_animate.css,has_description,一个即插即用的 CSS 动画库，提供多种预设动画效果，支持通过 prefers-reduced-motion 媒体查询实现无障碍访问。
neovim_neovim,has_description,"Neovim is a project that seeks to aggressively refactor Vim to simplify maintenance, enable advanced UIs, and maximize extensibility."
neovim_neovim,has_related_repository,https://github.com/neovim/neovim/wiki/Related-projects#gui
langgenius_dify,has_description,Dify 是一个开源的 LLM 应用开发平台，它通过直观的界面结合了智能体工作流、RAG 管道、代理能力、模型管理、可观测性等功能，让开发者能够快速从原型过渡到生产环境。
torvalds_linux,has_description,Linux kernel 是 Linux 操作系统的核心，负责管理硬件、系统资源，并为所有其他软件提供基础服务。
tensorflow_models,has_description,TensorFlow Model Garden 是一个包含多种最先进模型和建模解决方案实现的仓库，旨在展示 TensorFlow 的最佳实践，帮助用户充分利用 TensorFlow 进行研究与产品开发。
CompVis_stable-diffusion,has_description,Stable Diffusion 是一个基于潜在扩散模型的文本到图像生成模型，它使用 CLIP ViT-L/14 文本编码器来根据文本提示生成图像。该模型相对轻量，可在至少 10GB VRAM 的 GPU 上运行。
CompVis_stable-diffusion,has_related_repository,https://github.com/CompVis/latent-diffusion
CompVis_stable-diffusion,has_related_repository,https://github.com/huggingface/diffusers
CompVis_stable-diffusion,has_related_repository,https://github.com/CompVis/stable-diffusion/pull/36
CompVis_stable-diffusion,has_related_repository,https://github.com/ShieldMnt/invisible-watermark
CompVis_stable-diffusion,has_related_repository,https://github.com/openai/guided-diffusion
CompVis_stable-diffusion,has_related_repository,https://github.com/lucidrains/denoising-diffusion-pytorch
CompVis_stable-diffusion,has_related_repository,https://github.com/lucidrains/x-transformers
storybookjs_storybook,has_description,"Storybook is a frontend workshop for building UI components and pages in isolation, used by thousands of teams for UI development, testing, and documentation."
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/react-native
storybookjs_storybook,has_related_repository,https://github.com/literalpie/storybook-framework-qwik
storybookjs_storybook,has_related_repository,https://github.com/solidjs-community/storybook
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/native
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-cssresources
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-design-assets
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-events
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-google-analytics
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-graphql
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-jest
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/addon-queryparams
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/brand
storybookjs_storybook,has_related_repository,https://github.com/storybookjs/test-runner
Snailclimb_JavaGuide,has_description,JavaGuide 是一个涵盖 Java 后端学习全路径的指南，包括 Java 核心知识、计算机基础、数据库、开发工具、系统设计、分布式、高性能和高可用等内容。它旨在帮助开发者构建完整的知识体系，并提供面试准备和实战项目参考。
Snailclimb_JavaGuide,has_related_repository,https://github.com/Snailclimb/springboot-guide
facebook_react,has_description,"React is a JavaScript library for building user interfaces. It enables developers to create declarative, component-based UIs that can be rendered on the web, server, and mobile platforms."
facebook_react,has_related_repository,https://github.com/reactjs/react.dev
kamranahmedse_developer-roadmap,has_description,"Community driven roadmaps, articles and resources for developers. Provides interactive roadmaps, best practices, and questions to help developers learn and test their knowledge."
flutter_flutter,has_description,"Flutter is Google's SDK for crafting beautiful, fast user experiences for mobile, web, and desktop from a single codebase. It is a free and open-source framework that works with existing code."
vuejs_awesome-vue,has_description,"A curated list of awesome things related to Vue.js, including resources, projects, components, libraries, and more."
vuejs_awesome-vue,has_related_repository,https://github.com/sindresorhus/awesome
vuejs_awesome-vue,has_related_repository,https://github.com/vitejs/awesome-vite
Developer-Y_cs-video-courses,has_description,这是一个收集了带有视频讲座的计算机科学课程的仓库，涵盖了从计算机科学导论、数据结构与算法到人工智能、机器学习等多个领域的大学水平课程资源。
Developer-Y_cs-video-courses,has_related_repository,https://github.com/Developer-Y/cs-video-courses/blob/master/NOTES.md
Developer-Y_cs-video-courses,has_related_repository,https://github.com/Developer-Y/cs-video-courses/blob/master/CONTRIBUTING.md
mui_material-ui,has_description,Material UI is a comprehensive library of React components that implements Google's Material Design system. It's extended by MUI X for advanced use cases and also contains the experimental Joy UI component library.
mui_material-ui,has_related_repository,https://github.com/mui/mui-x
521xueweihan_HelloGitHub,has_description,HelloGitHub 是一个分享 GitHub 上有趣、入门级开源项目的月刊项目，旨在帮助用户发现开源的乐趣。
521xueweihan_HelloGitHub,has_related_repository,https://github.com/OpenIMSDK/Open-IM-Server
immich-app_immich,has_description,Immich is a high performance self-hosted photo and video management solution.
DopplerHQ_awesome-interview-questions,has_description,一个精选的技术面试问题列表集合，涵盖了多种编程语言、框架、数据库、算法等主题。该项目已不再积极维护。
DopplerHQ_awesome-interview-questions,has_related_repository,https://github.com/sindresorhus/awesome
tauri-apps_tauri,has_description,Tauri 是一个用于为所有主流桌面平台构建小巧、极速二进制文件的框架。开发者可以集成任何能够编译为 HTML、JS 和 CSS 的前端框架来构建用户界面，应用的后端则是一个 Rust 二进制文件，前端可以通过 API 与之交互。
tauri-apps_tauri,has_related_repository,https://github.com/tauri-apps/wry
tauri-apps_tauri,has_related_repository,https://github.com/tauri-apps/create-tauri-app
tauri-apps_tauri,has_related_repository,https://github.com/tauri-apps/tauri-docs
MunGell_awesome-for-beginners,has_description,一个收集了带有 'first-timers-only' 或类似标签的开源项目的列表，旨在帮助新手找到适合首次贡献的开源项目。
MunGell_awesome-for-beginners,has_related_repository,https://github.com/szabgab/awesome-for-non-programmers
MunGell_awesome-for-beginners,has_related_repository,https://github.com/firstcontributions/first-contributions
realworld-apps_realworld,has_description,RealWorld 是一个展示如何构建真实应用程序的示例项目，它提供了使用不同前端和后端技术栈构建的相同 Medium.com 克隆应用，所有实现都遵循相同的 API 规范。
realworld-apps_realworld,has_related_repository,https://github.com/realworld-apps/angular-realworld-example-app
ByteByteGoHq_system-design-101,has_description,System Design 101 是一个使用视觉图表和简单术语解释复杂系统设计的资源库。它旨在帮助用户准备系统设计面试，并理解各种系统的工作原理。
bitcoin_bitcoin,has_description,Bitcoin Core 是比特币的官方节点软件，它连接到比特币点对点网络以下载和完全验证区块和交易，并包含一个可选的钱包和图形用户界面。
bitcoin_bitcoin,has_related_repository,https://github.com/bitcoin-core/gui
mtdvio_every-programmer-should-know,has_description,一个收集了每个软件开发人员都应该了解的（主要是）技术知识的资源库，包含算法、数据结构、系统设计、职业发展等多个主题的推荐资料。
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/kamranahmedse/developer-roadmap
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/kdeldycke/awesome-falsehood
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/donnemartin/system-design-primer
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/mr-mig/going-to-production
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/97-things/97-things-every-programmer-should-know
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/papers-we-love/papers-we-love
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/EbookFoundation/free-programming-books
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/ripienaar/free-for-dev
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/abhishekbanthia/Public-APIs
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/georgemandis/remote-working-list
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/lukasz-madon/awesome-remote-job
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/dreamingechoes/awesome-mental-health
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/kdn251/interviews
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/yangshun/tech-interview-handbook
mtdvio_every-programmer-should-know,has_related_repository,https://github.com/jlevy/og-equity-compensation
josephmisiti_awesome-machine-learning,has_description,"A curated list of awesome machine learning frameworks, libraries and software organized by programming language. Inspired by awesome-php."
josephmisiti_awesome-machine-learning,has_related_repository,https://github.com/sindresorhus/awesome
netdata_netdata,has_description,"Netdata is an open-source, real-time infrastructure monitoring platform that provides per-second metrics and visualizations with zero configuration. It offers ML-powered anomaly detection, efficient resource usage, and secure distributed monitoring across systems, containers, and applications."
hakimel_reveal.js,has_description,reveal.js 是一个开源的 HTML 演示文稿框架，允许任何人使用网页浏览器免费创建精美的演示文稿。
practical-tutorials_project-based-learning,has_description,一个编程教程列表，旨在帮助有抱负的软件开发人员学习如何从零开始构建应用程序。这些教程按主要编程语言分类，可能涉及多种技术和语言。
practical-tutorials_project-based-learning,has_related_repository,https://github.com/csharpfritz/CoreWiki
practical-tutorials_project-based-learning,has_related_repository,https://github.com/tuhdo/os01
practical-tutorials_project-based-learning,has_related_repository,https://github.com/cfenollosa/os-tutorial
practical-tutorials_project-based-learning,has_related_repository,https://github.com/ssloy/tinyrenderer
practical-tutorials_project-based-learning,has_related_repository,https://github.com/ssloy/tinyraytracer
practical-tutorials_project-based-learning,has_related_repository,https://github.com/ssloy/tinykaboom
practical-tutorials_project-based-learning,has_related_repository,https://github.com/ssloy/tinyraycaster
practical-tutorials_project-based-learning,has_related_repository,https://github.com/jamesroutley/write-a-hash-table
practical-tutorials_project-based-learning,has_related_repository,https://github.com/aliaksandr-s/prototyping-with-clojure
practical-tutorials_project-based-learning,has_related_repository,https://github.com/shaunlebron/t3tr0s-slides
practical-tutorials_project-based-learning,has_related_repository,https://github.com/dwyl/javascript-todo-list-tutorial
practical-tutorials_project-based-learning,has_related_repository,https://github.com/SSYGEN/blog
redis_redis,has_description,Redis 是一个高性能的内存数据结构存储系统，可作为缓存、数据库、消息代理和流处理引擎使用。它支持多种数据结构，包括字符串、哈希、列表、集合、有序集合、JSON、流等，并提供丰富的查询和搜索功能。
redis_redis,has_related_repository,https://github.com/redis/redis-snap
redis_redis,has_related_repository,https://github.com/redis/homebrew-redis
redis_redis,has_related_repository,https://github.com/redis/redis-rpm
redis_redis,has_related_repository,https://github.com/redis/redis-debian
redis_redis,has_related_repository,https://github.com/redis-developer/redis-starter-python
redis_redis,has_related_repository,https://github.com/redis-developer/redis-starter-csharp
redis_redis,has_related_repository,https://github.com/redis-developer/redis-starter-go
redis_redis,has_related_repository,https://github.com/redis-developer/redis-starter-js
redis_redis,has_related_repository,https://github.com/redis-developer/redis-starter-java
redis_redis,has_related_repository,https://github.com/RedisInsight/RedisInsight
langchain-ai_langchain,has_description,"LangChain is a framework for building agents and LLM-powered applications, helping developers chain together interoperable components and third-party integrations to simplify AI application development."
langchain-ai_langchain,has_related_repository,https://github.com/langchain-ai/langchainjs
langchain-ai_langchain,has_related_repository,https://github.com/langchain-ai/deepagents
django_django,has_description,Django 是一个高级 Python Web 框架，鼓励快速开发和简洁实用的设计。
papers-we-love_papers-we-love,has_description,"Papers We Love (PWL) is a community built around reading, discussing, and learning about academic computer science papers. This repository serves as a directory of some of the best papers, bringing together documents scattered across the web."
papers-we-love_papers-we-love,has_related_repository,https://github.com/papers-we-love/organizers
papers-we-love_papers-we-love,has_related_repository,https://github.com/eugeneyan/applied-ml
papers-we-love_papers-we-love,has_related_repository,https://github.com/mmcgrana/services-engineering
Hack-with-Github_Awesome-Hacking,has_description,一个为黑客、渗透测试人员和安全研究人员收集的精选资源列表合集。
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/ashishb/android-security-awesome
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/paragonie/awesome-appsec
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/redhuntlabs/Awesome-Asset-Discovery
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/djadmin/awesome-bug-bounty
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/r3dy/capsulecorp-pentest
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/W00t3k/Awesome-Cellular-Hacking
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/apsdehal/awesome-ctf
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/joe-shenouda/awesome-cyber-skills
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/devsecops/awesome-devsecops
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/fkie-cad/awesome-embedded-and-iot-security
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/FabioBaroni/awesome-exploit-development
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/secfigo/Awesome-Fuzzing
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/carpedm20/awesome-hacking
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/vitalysim/Awesome-Hacking-Resources
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/paralax/awesome-honeypots
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/meirwah/awesome-incident-response
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/hslatman/awesome-industrial-control-system-security
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/onlurking/awesome-infosec
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/nebgnahz/awesome-iot-hacks
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/samanL33T/Awesome-Mainframe-Hacking
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/rshipp/awesome-malware-analysis
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/jivoi/awesome-osint
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/ashishb/osx-and-ios-security-awesome
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/caesar0301/awesome-pcaptools
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/enaqx/awesome-pentest
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/ziadoz/awesome-php#security
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/EnableSecurity/awesome-rtc-hacking
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/yeyintminthuhtut/Awesome-Red-Teaming
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/fdivrp/awesome-reversing
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/Limmen/awesome-rl-for-cybersecurity
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/PaulSec/awesome-sec-talks
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/danielmiessler/SecLists
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/sbilly/awesome-security
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/puresec/awesome-serverless-security/
Hack-with-Github_Awesome-Hacking,has_related_repository,https://github.com/v2-dev/awesome-social-engineering
